Annee,ASM_Domestic,ASM_International,Flights_Domestic,Flights_International,Passengers_Domestic,Passengers_International,RPM_Domestic,RPM_International,Airline_Code,Airport_Code,RPM_Total
2003,194177,9452.0,1940,36,189101,6945,127267,7667,GA,AMP,134934
2003,187204,9009.0,1750,34,204132,6195,138645,6839,GA,AMP,145484
2003,199234,7618.0,1857,30,205530,4233,136601,4673,GA,AMP,141274
2003,191876,8858.0,1922,34,210969,4461,140160,4925,GA,AMP,145085
2003,191815,6981.0,1913,35,222894,5177,155122,5715,GA,AMP,160837
2003,198328,6638.0,1887,34,228500,5213,166016,5755,GA,AMP,171771
2003,194603,6020.0,1854,30,182782,1872,118747,2067,GA,AMP,120814
2003,207652,6232.0,2024,31,226406,3620,152704,3996,GA,AMP,156700
2003,197023,6721.0,1905,35,215823,4564,149292,5039,GA,AMP,154331
2003,186194,6352.0,1742,33,208327,3902,152118,4308,GA,AMP,156426
2004,188056,5484.0,1836,29,176674,2966,126014,3274,GA,AMP,129288
2004,188951,6122.0,1865,31,192224,4358,135015,4811,GA,AMP,139826
2004,199482,7062.0,2008,35,209670,5210,145158,5752,GA,AMP,150910
2004,198474,7270.0,1984,34,228484,5798,155698,6160,GA,AMP,161858
2004,196885,6883.0,1970,36,215213,3858,146404,4160,GA,AMP,150564
2004,206098,6553.0,1973,34,228270,4118,156502,4546,GA,AMP,161048
2004,208956,6902.0,1946,36,223462,5266,163259,5814,GA,AMP,169073
2004,209716,7007.0,1981,35,225759,5542,167645,6118,GA,AMP,173763
2004,175752,5034.0,1794,25,172156,1492,110937,1647,GA,AMP,112584
2004,209742,5822.0,2028,29,216244,3435,145966,3635,GA,AMP,149601
2004,206986,6796.0,1949,34,216304,4156,148796,4588,GA,AMP,153384
2004,190944,6749.0,1857,35,213682,4062,150085,4484,GA,AMP,154569
2005,176834,6687.0,1769,35,179851,3523,126408,3889,GA,AMP,130297
2005,166450,6403.0,1646,32,178580,4088,124461,4455,GA,AMP,128916
2005,180298,6641.0,1798,33,205822,5175,142242,5650,GA,AMP,147892
2005,182054,7161.0,1823,35,213814,5368,143437,5846,GA,AMP,149283
2005,188643,6841.0,1888,35,207527,3851,138969,4252,GA,AMP,143221
2005,176170,6363.0,1789,33,206427,3681,137451,4064,GA,AMP,141515
2005,180469,6911.0,1789,36,218016,5317,154918,5870,GA,AMP,160788
2005,182321,6773.0,1843,35,211943,5153,151402,5689,GA,AMP,157091
2005,166190,6002.0,1718,30,174433,2673,110341,2951,GA,AMP,113292
2005,167530,6188.0,1733,30,176967,3698,111972,4083,GA,AMP,116055
2005,153177,6443.0,1584,30,177102,3843,109784,4243,GA,AMP,114027
2005,178601,4860.0,1689,31,185044,3120,131315,3366,GA,AMP,134681
2006,172697,4546.0,1715,29,168551,3159,117379,3055,GA,AMP,120434
2006,159230,148.0,1560,1,163307,369,112802,50,GA,AMP,112852
2006,192857,1340.0,1875,9,206723,1425,143749,1193,GA,AMP,144942
2006,187940,1784.0,1814,12,202295,1599,138155,1622,GA,AMP,139777
2006,175567,4860.0,1801,31,186616,3447,122352,3620,GA,AMP,125972
2006,171045,4703.0,1741,30,197457,3289,132341,3490,GA,AMP,135831
2006,173773,4860.0,1679,31,194398,4000,143761,4281,GA,AMP,148042
2006,177548,4860.0,1809,31,186694,3901,138074,4134,GA,AMP,142208
2006,151728,4381.0,1621,28,147231,2170,96478,2396,GA,AMP,98874
2006,155291,4859.0,1744,31,163837,2890,108704,3191,GA,AMP,111895
2006,146379,4546.0,1665,29,171567,3249,112219,3587,GA,AMP,115806
2006,160877,4677.0,1688,30,179134,3563,128033,3783,GA,AMP,131816
2007,162866,4860.0,1791,31,147476,2876,101266,3175,GA,AMP,104441
2007,141354,4684.0,1546,30,136430,3070,93320,3389,GA,AMP,96709
2007,156950,5443.0,1749,35,170923,4374,116533,4675,GA,AMP,121208
2007,152113,7889.0,1716,57,170255,5309,113864,5322,GA,AMP,119186
2007,143991,7514.0,1692,56,158615,4510,101569,4342,GA,AMP,105911
2007,135379,7859.0,1608,58,168310,5078,106790,4939,GA,AMP,111729
2007,138077,8453.0,1616,62,167561,5506,115889,5414,GA,AMP,121303
2007,144250,8329.0,1715,61,167713,6445,118313,6309,GA,AMP,124622
2007,137322,3170.0,1616,21,132433,1599,84944,1719,GA,AMP,86663
2007,144270,3292.0,1699,21,156972,1982,103568,2188,GA,AMP,105756
2007,141435,3919.0,1615,25,154181,2429,104536,2682,GA,AMP,107218
2007,147638,4076.0,1548,26,148703,2582,110771,2814,GA,AMP,113585
2008,156459,3605.0,1717,23,134146,2041,96685,2253,GA,AMP,98938
2008,151067,4528.0,1642,29,137834,3127,100274,3452,GA,AMP,103726
2008,164797,5599.0,1786,36,161506,4081,119420,4505,GA,AMP,123925
2008,153910,3761.0,1726,24,158869,2605,112114,2876,GA,AMP,114990
2008,150452,3606.0,1695,23,151558,2496,104875,2756,GA,AMP,107631
2008,126492,4076.0,1532,26,144439,3045,95591,3289,GA,AMP,98880
2008,126984,4860.0,1549,31,153067,4865,106761,4340,GA,AMP,111101
2008,130687,3135.0,1560,20,148763,3341,105312,2823,GA,AMP,108135
2008,120655,592.0,1501,4,120775,419,76904,269,GA,AMP,77173
2008,133895,601.0,1585,4,146102,503,98056,317,GA,AMP,98373
2008,138994,4233.0,1530,27,143946,2275,99827,2429,GA,AMP,102256
2008,160906,4703.0,1617,30,167416,3231,127396,3457,GA,AMP,130853
2009,159193,3292.0,1505,21,122378,1401,95743,1472,GA,AMP,97215
2009,146280,3135.0,1402,20,121495,1845,95651,1962,GA,AMP,97613
2009,155020,4076.0,1404,26,133136,2977,107033,3208,GA,AMP,110241
2009,132945,3762.0,1212,24,129448,2936,100232,3207,GA,AMP,103439
2009,130866,3606.0,1200,23,124944,2422,95159,2626,GA,AMP,97785
2009,111241,157.0,1063,1,115630,128,85130,81,GA,AMP,85211
2009,105789,0.0,1039,0,125505,82,92743,0,GA,AMP,92743
2009,108996,0.0,1063,0,122004,94,92254,0,GA,AMP,92254
2009,100234,0.0,971,0,98399,0,70712,0,GA,AMP,70712
2009,103726,0.0,1013,0,110269,0,80033,0,GA,AMP,80033
2009,101511,0.0,980,0,105272,67,76177,0,GA,AMP,76177
2009,107662,0.0,986,0,114508,133,88420,0,GA,AMP,88420
2010,212260,2875.0,1915,21,159529,1544,131311,1446,GA,AMP,132757
2010,186501,3559.0,1649,26,154153,1821,129695,1978,GA,AMP,131673
2010,232471,4518.0,2100,33,221762,2842,185231,3138,GA,AMP,188369
2010,226192,3286.0,2061,24,214803,2156,173290,2301,GA,AMP,175591
2010,228457,3175.0,2061,23,219629,1802,176924,1855,GA,AMP,178779
2010,226481,3559.0,2073,26,228704,3102,182792,2717,GA,AMP,185509
2010,227835,4107.0,2071,30,243908,4655,199643,3462,GA,AMP,203105
2010,235406,2190.0,2141,16,246203,2893,201102,1887,GA,AMP,202989
2010,213099,0.0,1924,0,196240,647,154576,0,GA,AMP,154576
2010,227753,0.0,2042,0,223314,581,178828,0,GA,AMP,178828
2010,210602,0.0,1905,0,204776,473,161996,0,GA,AMP,161996
2010,210660,628.0,1872,2,208729,727,169860,575,GA,AMP,170435
2011,210241,1749.0,1867,5,164663,481,134400,667,GA,AMP,135067
2011,206231,1347.0,1829,4,171337,593,140915,931,GA,AMP,141846
2011,247399,1161.0,2213,4,221370,663,181379,828,GA,AMP,182207
2011,222703,1161.0,1984,4,212879,796,171767,810,GA,AMP,172577
2011,238875,0.0,2111,0,222806,940,178830,0,GA,AMP,178830
2011,226304,0.0,2041,0,220584,1301,175761,0,GA,AMP,175761
2011,228508,0.0,2057,0,234663,1950,191581,0,GA,AMP,191581
2011,217266,0.0,1966,0,228657,1691,186490,0,GA,AMP,186490
2011,204919,0.0,1833,0,185633,1107,147087,0,GA,AMP,147087
2011,209973,0.0,1886,0,203270,1084,163355,0,GA,AMP,163355
2011,203578,0.0,1820,0,200243,456,160333,0,GA,AMP,160333
2011,226518,871.0,1966,3,216783,617,180452,622,GA,AMP,181074
2012,210310,1161.0,1870,4,168465,1272,137541,865,GA,AMP,138406
2012,206770,1228.0,1832,4,172684,1344,141538,1031,GA,AMP,142569
2012,245416,6321.0,2140,35,230905,4748,194004,4871,GA,AMP,198875
2012,261738,6071.0,2209,34,244907,4742,205797,4459,GA,AMP,210256
2012,267908,5074.0,2241,31,246876,4438,204892,3621,GA,AMP,208513
2012,263740,4770.0,2050,29,238731,4229,204049,3560,GA,AMP,207609
2012,274290,4770.0,2028,29,263223,5400,235428,3961,GA,AMP,239389
2012,300857,5099.0,2256,31,292656,5872,258655,4642,GA,AMP,263297
2012,277710,4775.0,2127,29,215298,3948,186959,2279,GA,AMP,189238
2012,272495,3756.0,2082,27,241093,3694,213896,2581,GA,AMP,216477
2012,262653,4518.0,1986,30,219258,3069,195379,2913,GA,AMP,198292
2012,287804,5833.0,2140,33,257717,3859,233344,3854,GA,AMP,237198
2013,247406,5394.0,1869,32,199542,3376,179086,2714,GA,AMP,181800
2013,231738,5030.0,1723,29,189451,4056,173039,3541,GA,AMP,176580
2013,292191,5098.0,2102,31,271052,5063,251457,4223,GA,AMP,255680
2013,277808,7776.0,2027,53,234109,5973,212624,4858,GA,AMP,217482
2013,267985,8928.0,1961,62,237392,7561,213373,6170,GA,AMP,219543
2013,260201,8640.0,1933,60,235557,7876,211224,6511,GA,AMP,217735
2013,259923,10080.0,1942,66,253062,8892,228902,7886,GA,AMP,236788
2013,269549,10399.0,2024,67,258977,10182,233882,8926,GA,AMP,242808
2013,212384,7167.0,1685,60,173319,6088,154564,4539,GA,AMP,159103
2013,231179,7328.0,1823,62,204353,6087,184223,4528,GA,AMP,188751
2013,226201,6952.0,1805,59,193083,5498,173841,4791,GA,AMP,178632
2013,259582,7955.0,1975,64,246747,6680,228759,6149,GA,AMP,234908
2014,224451,8031.0,1715,63,189508,5658,175313,5118,GA,AMP,180431
2014,213648,7302.0,1610,55,180324,5260,167026,5141,GA,AMP,172167
2014,299750,8896.0,2165,67,248486,6199,231510,6290,GA,AMP,237800
2014,280366,8473.0,2060,64,243332,6783,223691,6609,GA,AMP,230300
2014,264004,1801.0,1979,7,235785,1187,212845,1510,GA,AMP,214355
2014,251928,1255.0,1899,4,225207,690,205422,982,GA,AMP,206404
2014,255534,1255.0,1928,4,248572,1303,228271,1014,GA,AMP,229285
2014,256614,1569.0,1937,5,243273,1407,222620,1282,GA,AMP,223902
2014,201005,0.0,1631,0,179032,358,158387,0,GA,AMP,158387
2014,224700,0.0,1822,0,205606,625,184502,0,GA,AMP,184502
2014,240563,0.0,2152,0,220186,656,184442,0,GA,AMP,184442
2014,280332,588.0,2327,2,267008,623,237603,506,GA,AMP,238109
2015,234100,1549.0,2082,5,191774,1158,163836,1196,GA,AMP,165032
2015,230458,1196.0,1974,4,208011,1046,179847,941,GA,AMP,180788
2015,294509,1255.0,2498,4,276028,1226,239124,1006,GA,AMP,240130
2015,269501,1196.0,2328,4,258410,1086,216629,1033,GA,AMP,217662
2015,260696,1471.0,2271,5,250744,947,203791,904,GA,AMP,204695
2015,258202,1177.0,2283,4,259231,885,211585,853,GA,AMP,212438
2015,253471,1839.0,2066,8,256268,1641,223111,1278,GA,AMP,224389
2015,257911,2005.0,2116,9,254038,2374,222386,1607,GA,AMP,223993
2015,207266,0.0,1930,0,194989,862,161870,0,GA,AMP,161870
2015,224087,0.0,2058,0,227097,845,189495,0,GA,AMP,189495
2015,229938,0.0,1986,0,225374,375,189467,0,GA,AMP,189467
2015,292368,917.0,2383,4,278627,803,252378,811,GA,AMP,253189
2016,250400,1248.0,2196,6,214548,1215,183893,799,GA,AMP,184692
2016,253111,662.0,2142,4,210775,1120,181767,491,GA,AMP,182258
2016,304107,662.0,2382,4,274336,1248,245865,615,GA,AMP,246480
2016,264557,166.0,2094,1,245940,908,215276,117,GA,AMP,215393
2016,262199,0.0,2087,0,243091,605,208763,0,GA,AMP,208763
2016,258147,0.0,2088,0,245129,283,211338,0,GA,AMP,211338
2016,254289,0.0,2043,0,252406,676,222009,0,GA,AMP,222009
2016,251144,0.0,2071,0,246238,843,215551,0,GA,AMP,215551
2016,211852,0.0,1932,0,204089,731,170379,0,GA,AMP,170379
2016,214324,0.0,1914,0,219462,562,183846,0,GA,AMP,183846
2016,225309,0.0,1889,0,230459,797,194477,0,GA,AMP,194477
2016,272808,493.0,2151,3,268640,1137,240937,304,GA,AMP,241241
2017,236134,0.0,1921,0,209007,0,181017,0,GA,AMP,181017
2017,218361,0.0,1737,0,192738,0,169272,0,GA,AMP,169272
2017,290645,0.0,2214,0,269322,0,238857,0,GA,AMP,238857
2002,90955,0.0,603,0,59664,146,60397,0,AA,AMP,60397
2002,82132,0.0,588,0,57058,733,54671,0,AA,AMP,54671
2002,83652,0.0,588,0,63031,693,64113,0,AA,AMP,64113
2003,85257,0.0,618,0,52720,584,54008,0,AA,AMP,54008
2003,72540,0.0,523,0,49791,489,50934,0,AA,AMP,50934
2003,83133,0.0,613,0,57639,520,57977,0,AA,AMP,57977
2003,78991,0.0,574,0,58518,572,57970,0,AA,AMP,57970
2003,85229,0.0,632,0,66375,591,65680,0,AA,AMP,65680
2003,84607,0.0,612,0,66469,552,66515,0,AA,AMP,66515
2003,85866,0.0,594,0,67130,739,69365,0,AA,AMP,69365
2003,83673,0.0,575,0,67939,546,69780,0,AA,AMP,69780
2003,78828,0.0,579,0,57618,437,57474,0,AA,AMP,57474
2003,83645,0.0,626,0,64210,481,63798,0,AA,AMP,63798
2003,80742,0.0,586,0,61576,498,60682,0,AA,AMP,60682
2003,80635,0.0,581,0,63898,503,65318,0,AA,AMP,65318
2004,80263,0.0,594,0,49655,325,51872,0,AA,AMP,51872
2004,78924,0.0,590,0,52995,377,54755,0,AA,AMP,54755
2004,85372,0.0,628,0,60360,406,62080,0,AA,AMP,62080
2004,80404,0.0,617,0,63195,549,61402,0,AA,AMP,61402
2004,84049,0.0,609,0,66194,288,65771,0,AA,AMP,65771
2004,82631,0.0,593,0,68883,495,69296,0,AA,AMP,69296
2004,84533,0.0,606,0,69470,542,71088,0,AA,AMP,71088
2004,85482,0.0,622,0,76094,705,75862,0,AA,AMP,75862
2004,82839,0.0,591,0,65609,821,64689,0,AA,AMP,64689
2004,87205,0.0,605,0,67412,619,65532,0,AA,AMP,65532
2004,81426,0.0,582,0,62813,430,61424,0,AA,AMP,61424
2004,81072,0.0,579,0,64529,382,65218,0,AA,AMP,65218
2005,76914,0.0,544,0,51348,442,53404,0,AA,AMP,53404
2005,75369,0.0,537,0,53881,559,54822,0,AA,AMP,54822
2005,84137,0.0,602,0,61809,627,64025,0,AA,AMP,64025
2005,82448,0.0,590,0,68197,680,66387,0,AA,AMP,66387
2005,83504,0.0,596,0,69949,402,69547,0,AA,AMP,69547
2005,82592,0.0,614,0,73020,262,73212,0,AA,AMP,73212
2005,82467,0.0,612,0,70625,241,72202,0,AA,AMP,72202
2005,86827,0.0,659,0,74360,363,74397,0,AA,AMP,74397
2005,85560,0.0,629,0,68280,438,66765,0,AA,AMP,66765
2005,88016,0.0,638,0,71674,485,70812,0,AA,AMP,70812
2005,82690,0.0,590,0,70069,299,68837,0,AA,AMP,68837
2005,82018,0.0,580,0,67563,324,68862,0,AA,AMP,68862
2006,80734,0.0,566,0,61431,326,63352,0,AA,AMP,63352
2006,73124,0.0,511,0,56759,639,57728,0,AA,AMP,57728
2006,84506,0.0,588,0,69605,676,71017,0,AA,AMP,71017
2006,83667,0.0,578,0,72041,636,72425,0,AA,AMP,72425
2006,99300,0.0,648,0,80079,377,84973,0,AA,AMP,84973
2006,100579,0.0,638,0,85146,315,89599,0,AA,AMP,89599
2006,101446,0.0,630,0,84142,411,90395,0,AA,AMP,90395
2006,106387,0.0,671,0,84302,539,89848,0,AA,AMP,89848
2006,95889,0.0,615,0,69189,434,72775,0,AA,AMP,72775
2006,101083,0.0,652,0,77455,419,82215,0,AA,AMP,82215
2006,102948,0.0,684,0,80585,531,79554,0,AA,AMP,79554
2006,96963,0.0,668,0,74357,296,73855,0,AA,AMP,73855
2007,101297,0.0,691,0,70276,286,70502,0,AA,AMP,70502
2007,90464,0.0,593,0,64012,319,66056,0,AA,AMP,66056
2007,100591,0.0,653,0,76975,345,80657,0,AA,AMP,80657
2007,96127,0.0,639,0,77583,515,79668,0,AA,AMP,79668
2007,96668,0.0,670,0,81971,456,81891,0,AA,AMP,81891
2007,94906,0.0,608,0,81119,340,85557,0,AA,AMP,85557
2007,95373,0.0,614,0,78320,557,85066,0,AA,AMP,85066
2007,96473,0.0,625,0,79626,813,84990,0,AA,AMP,84990
2007,91228,0.0,601,0,59342,614,63798,0,AA,AMP,63798
2007,94685,0.0,635,0,67474,725,72270,0,AA,AMP,72270
2007,87929,0.0,585,0,65653,381,67111,0,AA,AMP,67111
2007,82984,0.0,533,0,61627,358,66756,0,AA,AMP,66756
2008,83781,0.0,564,0,54207,483,58483,0,AA,AMP,58483
2008,77172,0.0,519,0,54297,423,58249,0,AA,AMP,58249
2008,94089,0.0,609,0,68625,457,74578,0,AA,AMP,74578
2008,97379,0.0,607,0,70129,397,73348,0,AA,AMP,73348
2008,96864,0.0,610,0,73174,476,75971,0,AA,AMP,75971
2008,96293,0.0,600,0,77971,379,84446,0,AA,AMP,84446
2008,98483,0.0,616,0,79722,391,87045,0,AA,AMP,87045
2008,95410,0.0,618,0,81713,438,86520,0,AA,AMP,86520
2008,71493,0.0,558,0,59541,438,59056,0,AA,AMP,59056
2008,72361,0.0,572,0,59380,529,58107,0,AA,AMP,58107
2008,70801,0.0,529,0,53677,409,52746,0,AA,AMP,52746
2008,70359,0.0,518,0,56973,343,56776,0,AA,AMP,56776
2009,65087,0.0,510,0,45315,232,46568,0,AA,AMP,46568
2009,66047,0.0,494,0,42868,349,44989,0,AA,AMP,44989
2009,74486,0.0,544,0,51774,474,54379,0,AA,AMP,54379
2009,67391,0.0,512,0,53069,617,52672,0,AA,AMP,52672
2009,67833,0.0,509,0,54091,375,54136,0,AA,AMP,54136
2009,77820,0.0,531,0,61950,207,64794,0,AA,AMP,64794
2009,81415,0.0,546,0,68609,286,70982,0,AA,AMP,70982
2009,84368,0.0,565,0,74387,411,75393,0,AA,AMP,75393
2009,72664,0.0,539,0,58298,350,57737,0,AA,AMP,57737
2009,72807,0.0,547,0,63351,283,61915,0,AA,AMP,61915
2009,63021,0.0,465,0,52780,97,51674,0,AA,AMP,51674
2009,63155,0.0,452,0,53033,98,53472,0,AA,AMP,53472
2010,55022,0.0,382,0,39605,51,43438,0,AA,AMP,43438
2010,46305,0.0,312,0,34126,107,37998,0,AA,AMP,37998
2010,57463,0.0,391,0,44065,107,48758,0,AA,AMP,48758
2010,63804,0.0,459,0,52333,79,53558,0,AA,AMP,53558
2010,64972,0.0,469,0,57740,100,57743,0,AA,AMP,57743
2010,70598,0.0,502,0,65221,119,64981,0,AA,AMP,64981
2010,73247,0.0,523,0,65252,230,65905,0,AA,AMP,65905
2010,75654,0.0,547,0,67716,330,67657,0,AA,AMP,67657
2010,74069,0.0,567,0,64006,196,62921,0,AA,AMP,62921
2010,76481,0.0,580,0,68051,192,66292,0,AA,AMP,66292
2010,71815,0.0,549,0,62685,42,60966,0,AA,AMP,60966
2010,69685,0.0,516,0,61404,0,60485,0,AA,AMP,60485
2011,67837,0.0,507,0,50598,0,51991,0,AA,AMP,51991
2011,59939,0.0,452,0,46568,0,47578,0,AA,AMP,47578
2011,72124,0.0,557,0,57387,0,57817,0,AA,AMP,57817
2011,66908,0.0,516,0,59986,0,58270,0,AA,AMP,58270
2011,67997,0.0,521,0,62813,29,60755,0,AA,AMP,60755
2011,71695,0.0,545,0,67351,30,64733,0,AA,AMP,64733
2011,71251,0.0,538,0,66023,89,63934,0,AA,AMP,63934
2011,68689,0.0,521,0,65657,123,63267,0,AA,AMP,63267
2011,68506,0.0,523,0,58761,0,56814,0,AA,AMP,56814
2011,68714,0.0,523,0,60699,0,57571,0,AA,AMP,57571
2011,65296,0.0,493,0,58711,0,56166,0,AA,AMP,56166
2011,66340,0.0,456,0,57433,4,57917,0,AA,AMP,57917
2012,114471,0.0,713,0,75653,0,86505,0,AA,AMP,86505
2012,110711,616.0,702,2,71209,283,81029,537,AA,AMP,81566
2012,117842,243.0,748,1,81870,94,92057,155,AA,AMP,92212
2012,112251,0.0,685,0,82737,109,94076,0,AA,AMP,94076
2012,111443,0.0,688,0,84401,75,95113,0,AA,AMP,95113
2012,120112,0.0,695,0,90180,95,104774,0,AA,AMP,104774
2012,118017,1137.0,695,4,87524,607,104467,1102,AA,AMP,105569
2012,122302,1208.0,737,4,92311,784,108221,1002,AA,AMP,109223
2012,122312,0.0,732,0,78383,34,89592,0,AA,AMP,89592
2012,109491,0.0,648,0,75656,25,87613,0,AA,AMP,87613
2012,111855,0.0,627,0,67818,25,79708,0,AA,AMP,79708
2012,108658,0.0,585,0,71575,39,89580,0,AA,AMP,89580
2013,107309,302.0,590,1,62775,110,79795,141,AA,AMP,79936
2013,97435,553.0,537,2,57927,209,72326,377,AA,AMP,72703
2013,122228,0.0,669,0,80485,57,98769,0,AA,AMP,98769
2013,115491,0.0,630,0,74142,36,89966,0,AA,AMP,89966
2013,115659,0.0,689,0,82740,5,96658,0,AA,AMP,96658
2013,115673,0.0,656,0,85538,0,103226,0,AA,AMP,103226
2013,110214,1208.0,626,4,81561,580,99750,1131,AA,AMP,100881
2013,118125,1208.0,674,4,88435,600,106440,1057,AA,AMP,107497
2013,116699,0.0,712,0,79893,34,92644,0,AA,AMP,92644
2013,120695,0.0,769,0,85333,3,97118,0,AA,AMP,97118
2013,113694,0.0,697,0,76185,137,86832,0,AA,AMP,86832
2013,105838,0.0,599,0,76511,55,94183,0,AA,AMP,94183
2014,98744,0.0,535,0,58788,144,74393,0,AA,AMP,74393
2014,91886,604.0,492,2,57941,406,72168,557,AA,AMP,72725
2014,108479,302.0,606,1,71406,169,88122,108,AA,AMP,88230
2014,108098,0.0,596,0,75974,63,92715,0,AA,AMP,92715
2014,118454,0.0,687,0,91517,60,106282,0,AA,AMP,106282
2014,110955,0.0,653,0,84507,62,101321,0,AA,AMP,101321
2014,111943,0.0,645,0,86387,193,105623,0,AA,AMP,105623
2014,116796,0.0,675,0,90037,308,108579,0,AA,AMP,108579
2014,113493,0.0,657,0,80579,42,94373,0,AA,AMP,94373
2014,118052,0.0,715,0,83469,38,95118,0,AA,AMP,95118
2014,111856,0.0,708,0,77493,55,86896,0,AA,AMP,86896
2014,113384,0.0,702,0,83866,63,96379,0,AA,AMP,96379
2015,106657,0.0,667,0,67297,25,78318,0,AA,AMP,78318
2015,101365,0.0,634,0,67988,66,78838,0,AA,AMP,78838
2015,119489,0.0,742,0,86362,103,99247,0,AA,AMP,99247
2015,122493,0.0,748,0,89613,61,101538,0,AA,AMP,101538
2015,125553,0.0,756,0,98119,8,110316,0,AA,AMP,110316
2015,123689,0.0,733,0,97848,23,111642,0,AA,AMP,111642
2015,128080,0.0,777,0,103762,272,120528,0,AA,AMP,120528
2015,125625,0.0,762,0,102660,139,117260,0,AA,AMP,117260
2015,114395,0.0,706,0,90069,0,99334,0,AA,AMP,99334
2015,125057,0.0,779,0,99121,2,109517,0,AA,AMP,109517
2015,111775,0.0,689,0,87441,42,97071,0,AA,AMP,97071
2015,111129,0.0,665,0,86711,37,100572,0,AA,AMP,100572
2016,99660,0.0,580,0,70097,1,83203,0,AA,AMP,83203
2016,103968,0.0,607,0,69721,5,82261,0,AA,AMP,82261
2016,117374,0.0,664,0,83817,0,100034,0,AA,AMP,100034
2016,113152,0.0,652,0,84652,0,97870,0,AA,AMP,97870
2016,120483,0.0,697,0,92428,0,106483,0,AA,AMP,106483
2016,116185,0.0,666,0,93256,1,109507,0,AA,AMP,109507
2016,113481,0.0,639,0,90603,35,108658,0,AA,AMP,108658
2016,127642,0.0,754,0,104002,22,119929,0,AA,AMP,119929
2016,124154,0.0,757,0,98787,0,109370,0,AA,AMP,109370
2016,126252,0.0,782,0,101496,0,111922,0,AA,AMP,111922
2016,117835,0.0,731,0,93419,0,103607,0,AA,AMP,103607
2016,117005,0.0,686,0,90885,0,106263,0,AA,AMP,106263
2017,106572,0.0,611,0,72056,0,85739,0,AA,AMP,85739
2017,98106,0.0,554,0,65146,0,78047,0,AA,AMP,78047
2017,116045,0.0,646,0,81154,0,96953,0,AA,AMP,96953
